A_time,B_time,A_time_numeric,B_time_numeric
1970-01-01 00:01:36.006472537,1970-01-01 00:00:30.410121824,96,30
1970-01-01 00:00:08.463150956,1970-01-01 00:00:06.618026975,8,6
1970-01-01 00:01:04.926751051,1970-01-01 00:00:11.614782877,64,11
1970-01-01 00:01:24.042427493,1970-01-01 00:00:32.882430756,84,32
1970-01-01 00:00:59.115977530,1970-01-01 00:00:14.106127997,59,14
1970-01-01 00:01:25.558910180,1970-01-01 00:00:13.101754732,85,13
1970-01-01 00:00:44.114763225,1970-01-01 00:00:20.131125466,44,20
1970-01-01 00:01:35.664297967,1970-01-01 00:01:34.442470874,95,94
1970-01-01 00:00:47.040994183,1970-01-01 00:00:24.801257814,47,24
1970-01-01 00:01:30.235402739,1970-01-01 00:00:48.359741826,90,48
1970-01-01 00:01:23.150470436,1970-01-01 00:00:25.126312554,83,25
1970-01-01 00:01:00.884540405,1970-01-01 00:00:41.864023199,60,41
1970-01-01 00:01:36.481852139,1970-01-01 00:00:21.959338420,96,21
1970-01-01 00:01:09.492741034,1970-01-01 00:00:37.611665716,69,37
1970-01-01 00:01:32.742527015,1970-01-01 00:00:26.633682870,92,26
1970-01-01 00:01:07.018638230,1970-01-01 00:00:15.827746710,67,15
1970-01-01 00:01:22.788632681,1970-01-01 00:00:54.965090475,82,54
1970-01-01 00:01:23.373588192,1970-01-01 00:00:03.448831491,83,3
1970-01-01 00:01:32.632962000,1970-01-01 00:00:56.246645077,92,56
1970-01-01 00:00:50.715550082,1970-01-01 00:00:28.126706164,50,28
1970-01-01 00:01:20.994094210,1970-01-01 00:00:27.600407224,80,27
1970-01-01 00:00:41.143952422,1970-01-01 00:00:33.781702912,41,33
1970-01-01 00:01:16.055104921,1970-01-01 00:00:48.270967460,76,48
1970-01-01 00:01:31.853635091,1970-01-01 00:00:54.197410991,91,54
1970-01-01 00:00:41.979356352,1970-01-01 00:00:20.668862016,41,20
1970-01-01 00:01:25.614438884,1970-01-01 00:01:22.697466646,85,82
1970-01-01 00:01:22.872172499,1970-01-01 00:00:06.335625472,82,6
1970-01-01 00:01:16.639735669,1970-01-01 00:00:09.398745884,76,9
1970-01-01 00:00:45.033044711,1970-01-01 00:00:44.380517820,45,44
1970-01-01 00:01:14.076347037,1970-01-01 00:00:37.694079282,74,37
1970-01-01 00:01:16.802759963,1970-01-01 00:00:52.872613932,76,52
1970-01-01 00:01:21.926049939,1970-01-01 00:00:08.197337511,81,8
1970-01-01 00:00:26.962431298,1970-01-01 00:00:09.650099100,26,9
1970-01-01 00:00:46.511289442,1970-01-01 00:00:35.370272056,46,35
1970-01-01 00:01:17.012673352,1970-01-01 00:00:48.706864237,77,48
1970-01-01 00:00:38.763921704,1970-01-01 00:00:05.765855448,38,5
1970-01-01 00:00:10.041676847,1970-01-01 00:00:08.204416644,10,8
1970-01-01 00:00:38.441709246,1970-01-01 00:00:12.452061197,38,12
1970-01-01 00:01:05.531089112,1970-01-01 00:00:18.193642250,65,18
1970-01-01 00:00:58.207566753,1970-01-01 00:00:23.769876038,58,23
1970-01-01 00:00:53.217254920,1970-01-01 00:00:07.524830499,53,7
1970-01-01 00:01:15.567817905,1970-01-01 00:00:26.922001276,75,26
1970-01-01 00:01:27.845362746,1970-01-01 00:00:56.662296976,87,56
1970-01-01 00:01:08.104384012,1970-01-01 00:01:03.279554235,68,63
1970-01-01 00:01:24.849875576,1970-01-01 00:00:20.470472922,84,20
1970-01-01 00:01:10.342530510,1970-01-01 00:00:17.375430151,70,17
1970-01-01 00:01:02.519251801,1970-01-01 00:01:02.245319121,62,62
1970-01-01 00:01:01.324750681,1970-01-01 00:00:32.864532681,61,32
1970-01-01 00:01:15.322604999,1970-01-01 00:00:45.777436919,75,45
1970-01-01 00:00:49.514732504,1970-01-01 00:00:29.287266052,49,29
1970-01-01 00:01:25.786304414,1970-01-01 00:00:47.311815173,85,47
1970-01-01 00:00:42.929330442,1970-01-01 00:00:29.470319093,42,29
1970-01-01 00:01:26.052990346,1970-01-01 00:00:57.751423514,86,57
1970-01-01 00:00:58.058093359,1970-01-01 00:00:15.262737547,58,15
1970-01-01 00:01:04.859629210,1970-01-01 00:00:17.926955257,64,17
1970-01-01 00:00:29.850178971,1970-01-01 00:00:07.024887571,29,7
1970-01-01 00:01:31.597342559,1970-01-01 00:00:39.137649669,91,39
1970-01-01 00:01:17.870470625,1970-01-01 00:00:05.737151055,77,5
1970-01-01 00:01:12.283978218,1970-01-01 00:00:29.201037579,72,29
1970-01-01 00:00:43.951277098,1970-01-01 00:00:31.751326853,43,31
1970-01-01 00:01:03.815629225,1970-01-01 00:00:20.837436482,63,20
1970-01-01 00:01:18.330481957,1970-01-01 00:00:10.992538592,78,10
1970-01-01 00:01:22.030416259,1970-01-01 00:00:13.687187248,82,13
1970-01-01 00:01:14.289856961,1970-01-01 00:00:48.026172092,74,48
1970-01-01 00:01:14.679390318,1970-01-01 00:01:10.345688787,74,70
1970-01-01 00:01:26.630860961,1970-01-01 00:01:03.894373766,86,63
1970-01-01 00:01:28.155401573,1970-01-01 00:01:22.226214432,88,82
1970-01-01 00:01:38.076303729,1970-01-01 00:01:19.489033483,98,79
1970-01-01 00:01:19.258378633,1970-01-01 00:00:38.041210916,79,38
1970-01-01 00:01:24.815617417,1970-01-01 00:00:30.264067228,84,30
1970-01-01 00:01:32.366789773,1970-01-01 00:00:06.704814438,92,6
1970-01-01 00:01:29.430634962,1970-01-01 00:00:12.074858322,89,12
1970-01-01 00:01:20.220057042,1970-01-01 00:00:05.271283405,80,5
1970-01-01 00:01:03.451369077,1970-01-01 00:00:01.349128989,63,1
1970-01-01 00:01:24.593176791,1970-01-01 00:01:21.589709940,84,81
1970-01-01 00:01:30.635681395,1970-01-01 00:00:28.794335721,90,28
1970-01-01 00:00:22.203806197,1970-01-01 00:00:14.958106640,22,14
1970-01-01 00:01:39.066251065,1970-01-01 00:00:42.360145253,99,42
1970-01-01 00:01:14.637815152,1970-01-01 00:01:00.897435061,74,60
1970-01-01 00:00:45.763282581,1970-01-01 00:00:12.735246564,45,12
1970-01-01 00:01:19.860663543,1970-01-01 00:00:29.110745505,79,29
1970-01-01 00:00:15.703047196,1970-01-01 00:00:02.596248280,15,2
1970-01-01 00:00:25.929770209,1970-01-01 00:00:13.815459056,25,13
1970-01-01 00:01:29.896241951,1970-01-01 00:00:03.441449652,89,3
1970-01-01 00:00:48.766237055,1970-01-01 00:00:05.904026251,48,5
1970-01-01 00:01:38.311669020,1970-01-01 00:00:09.950855341,98,9
1970-01-01 00:01:28.832246558,1970-01-01 00:00:14.897736753,88,14
1970-01-01 00:01:01.223930053,1970-01-01 00:00:05.620053965,61,5
1970-01-01 00:00:46.044070034,1970-01-01 00:00:14.704812724,46,14
1970-01-01 00:01:26.446099709,1970-01-01 00:00:25.847747441,86,25
1970-01-01 00:00:39.831828497,1970-01-01 00:00:17.818299258,39,17
1970-01-01 00:01:35.842143579,1970-01-01 00:00:19.142533328,95,19
1970-01-01 00:00:47.938935287,1970-01-01 00:00:35.573427027,47,35
1970-01-01 00:01:23.853988581,1970-01-01 00:01:02.947411707,83,62
1970-01-01 00:01:29.578575578,1970-01-01 00:01:16.116675204,89,76
1970-01-01 00:00:58.353633406,1970-01-01 00:00:39.199678016,58,39
1970-01-01 00:01:38.871311784,1970-01-01 00:01:33.666351992,98,93
1970-01-01 00:00:22.097573940,1970-01-01 00:00:09.546963269,22,9
1970-01-01 00:00:50.841870022,1970-01-01 00:00:23.209922228,50,23
1970-01-01 00:01:35.325946230,1970-01-01 00:00:48.590105697,95,48
1970-01-01 00:00:43.313144176,1970-01-01 00:00:06.876806952,43,6
1970-01-01 00:01:25.348004012,1970-01-01 00:00:59.185104811,85,59
1970-01-01 00:01:25.283612316,1970-01-01 00:00:40.790108534,85,40
1970-01-01 00:01:27.224961921,1970-01-01 00:01:20.106629966,87,80
1970-01-01 00:01:01.317181679,1970-01-01 00:00:13.853375557,61,13
1970-01-01 00:01:10.143937372,1970-01-01 00:00:55.142544179,70,55
1970-01-01 00:00:39.489373839,1970-01-01 00:00:04.435376301,39,4
1970-01-01 00:01:00.868080322,1970-01-01 00:00:42.678199165,60,42
1970-01-01 00:01:30.767094860,1970-01-01 00:01:13.250957912,90,73
1970-01-01 00:00:31.039481970,1970-01-01 00:00:03.057097259,31,3
1970-01-01 00:00:43.659672521,1970-01-01 00:00:34.815371617,43,34
1970-01-01 00:01:13.803989687,1970-01-01 00:00:04.040476149,73,4
1970-01-01 00:01:00.953613493,1970-01-01 00:00:12.287599776,60,12
1970-01-01 00:00:25.500777987,1970-01-01 00:00:02.088995528,25,2
1970-01-01 00:01:31.425012369,1970-01-01 00:00:18.493792407,91,18
1970-01-01 00:00:32.015437159,1970-01-01 00:00:20.266920490,32,20
1970-01-01 00:01:19.434364057,1970-01-01 00:01:01.823339996,79,61
1970-01-01 00:01:15.463568171,1970-01-01 00:01:10.297147738,75,70
1970-01-01 00:00:36.722102777,1970-01-01 00:00:11.737423313,36,11
1970-01-01 00:01:04.768985488,1970-01-01 00:00:48.658110736,64,48
1970-01-01 00:01:00.922907973,1970-01-01 00:00:34.241849662,60,34
1970-01-01 00:01:10.522766776,1970-01-01 00:01:00.297623651,70,60
1970-01-01 00:00:43.061291262,1970-01-01 00:00:13.794786139,43,13
1970-01-01 00:01:21.923504481,1970-01-01 00:00:53.090110711,81,53
1970-01-01 00:01:18.665579950,1970-01-01 00:00:48.317468110,78,48
1970-01-01 00:00:49.680917792,1970-01-01 00:00:12.307810775,49,12
1970-01-01 00:01:29.515557040,1970-01-01 00:00:06.263146604,89,6
1970-01-01 00:00:40.010712160,1970-01-01 00:00:34.769046151,40,34
1970-01-01 00:01:09.720172817,1970-01-01 00:00:59.796630498,69,59
1970-01-01 00:01:30.868263228,1970-01-01 00:00:27.964009414,90,27
1970-01-01 00:01:29.321809483,1970-01-01 00:01:26.028267726,89,86
1970-01-01 00:01:11.749645688,1970-01-01 00:00:24.991734980,71,24
1970-01-01 00:01:02.270590055,1970-01-01 00:00:56.224965360,62,56
1970-01-01 00:00:39.852893744,1970-01-01 00:00:10.086513255,39,10
1970-01-01 00:00:20.384225296,1970-01-01 00:00:15.104748145,20,15
1970-01-01 00:01:25.709609728,1970-01-01 00:00:54.946911952,85,54
1970-01-01 00:00:55.378218499,1970-01-01 00:00:28.185195622,55,28
1970-01-01 00:00:41.319436684,1970-01-01 00:00:04.242173564,41,4
1970-01-01 00:00:56.636088874,1970-01-01 00:00:50.915122204,56,50
1970-01-01 00:01:30.735112558,1970-01-01 00:00:52.091991071,90,52
1970-01-01 00:01:09.227333442,1970-01-01 00:00:55.000132531,69,55
1970-01-01 00:01:24.339614754,1970-01-01 00:01:13.580468927,84,73
1970-01-01 00:01:17.070041596,1970-01-01 00:01:06.010710598,77,66
1970-01-01 00:00:48.724167869,1970-01-01 00:00:30.901444101,48,30
1970-01-01 00:01:39.229340451,1970-01-01 00:01:29.581215394,99,89
1970-01-01 00:01:08.317853852,1970-01-01 00:00:35.772097757,68,35
1970-01-01 00:01:31.410678027,1970-01-01 00:00:25.685247839,91,25
1970-01-01 00:00:27.721066520,1970-01-01 00:00:04.584796460,27,4
1970-01-01 00:00:48.025117833,1970-01-01 00:00:30.383256459,48,30
1970-01-01 00:01:26.494154709,1970-01-01 00:01:23.878512885,86,83
1970-01-01 00:01:20.674364990,1970-01-01 00:00:49.272088394,80,49
1970-01-01 00:01:16.725955009,1970-01-01 00:00:13.235802876,76,13
1970-01-01 00:01:02.171229302,1970-01-01 00:00:17.964312080,62,17
1970-01-01 00:00:54.998968326,1970-01-01 00:00:18.448869503,54,18
1970-01-01 00:00:15.981984486,1970-01-01 00:00:13.264063103,15,13
1970-01-01 00:00:13.409942691,1970-01-01 00:00:06.035202866,13,6
1970-01-01 00:00:50.256438730,1970-01-01 00:00:43.049470205,50,43
1970-01-01 00:01:32.246625387,1970-01-01 00:00:19.217093574,92,19
1970-01-01 00:01:26.900192660,1970-01-01 00:01:13.821741302,86,73
1970-01-01 00:00:47.248550927,1970-01-01 00:00:11.322283298,47,11
1970-01-01 00:01:32.430442460,1970-01-01 00:00:01.669124363,92,1
1970-01-01 00:00:56.481703693,1970-01-01 00:00:48.902839024,56,48
1970-01-01 00:01:15.300688739,1970-01-01 00:01:11.906022175,75,71
1970-01-01 00:01:27.426250377,1970-01-01 00:00:18.838937442,87,18
1970-01-01 00:01:09.090447882,1970-01-01 00:00:07.093456944,69,7
1970-01-01 00:01:18.953115245,1970-01-01 00:00:49.250186640,78,49
1970-01-01 00:01:08.423543818,1970-01-01 00:00:56.140120777,68,56
1970-01-01 00:01:14.820274760,1970-01-01 00:00:37.390342821,74,37
1970-01-01 00:01:36.724729114,1970-01-01 00:01:34.608446234,96,94
1970-01-01 00:00:56.854007965,1970-01-01 00:00:56.145261058,56,56
1970-01-01 00:00:47.449283223,1970-01-01 00:00:25.333520846,47,25
1970-01-01 00:00:26.576206116,1970-01-01 00:00:07.807107399,26,7
1970-01-01 00:01:31.194671773,1970-01-01 00:01:17.966660850,91,77
1970-01-01 00:00:17.555200574,1970-01-01 00:00:04.353153588,17,4
1970-01-01 00:00:54.363568293,1970-01-01 00:00:04.447199002,54,4
1970-01-01 00:00:47.441581937,1970-01-01 00:00:38.753166482,47,38
1970-01-01 00:01:39.777852161,1970-01-01 00:00:06.735188563,99,6
1970-01-01 00:00:31.340536602,1970-01-01 00:00:03.394222495,31,3
1970-01-01 00:00:54.717534133,1970-01-01 00:00:45.103947524,54,45
1970-01-01 00:01:22.101021334,1970-01-01 00:00:31.550433287,82,31
1970-01-01 00:01:18.471609269,1970-01-01 00:00:50.156043788,78,50
1970-01-01 00:01:36.615371416,1970-01-01 00:00:44.246231947,96,44
1970-01-01 00:01:21.934077403,1970-01-01 00:01:19.753357975,81,79
1970-01-01 00:00:48.680498587,1970-01-01 00:00:13.577676303,48,13
1970-01-01 00:01:18.404499120,1970-01-01 00:00:15.470667434,78,15
1970-01-01 00:01:09.809730886,1970-01-01 00:00:30.738968658,69,30
1970-01-01 00:00:54.320628594,1970-01-01 00:00:14.439011803,54,14
1970-01-01 00:01:03.770341694,1970-01-01 00:00:15.214220858,63,15
1970-01-01 00:00:29.738014882,1970-01-01 00:00:13.459602157,29,13
1970-01-01 00:00:54.460009786,1970-01-01 00:00:12.342333614,54,12
1970-01-01 00:01:24.427275207,1970-01-01 00:00:32.401634991,84,32
1970-01-01 00:01:34.799063621,1970-01-01 00:00:41.641882380,94,41
1970-01-01 00:01:09.483344487,1970-01-01 00:00:58.831499390,69,58
1970-01-01 00:01:06.161957327,1970-01-01 00:00:22.186151333,66,22
1970-01-01 00:01:00.324845862,1970-01-01 00:00:44.361857513,60,44
1970-01-01 00:01:06.409459381,1970-01-01 00:01:00.363216396,66,60
1970-01-01 00:01:17.608991841,1970-01-01 00:01:04.957309632,77,64
1970-01-01 00:01:34.561516718,1970-01-01 00:00:58.825499003,94,58
1970-01-01 00:01:34.787961558,1970-01-01 00:00:35.798507403,94,35
1970-01-01 00:01:06.178298635,1970-01-01 00:00:47.646496745,66,47
1970-01-01 00:01:32.226169727,1970-01-01 00:00:26.612454551,92,26
1970-01-01 00:01:14.331311389,1970-01-01 00:00:55.494694825,74,55
1970-01-01 00:01:33.215218538,1970-01-01 00:00:36.985463783,93,36
1970-01-01 00:01:38.454002238,1970-01-01 00:00:30.266808598,98,30
1970-01-01 00:01:33.326887686,1970-01-01 00:00:50.239566613,93,50
1970-01-01 00:00:41.618995804,1970-01-01 00:00:20.825286985,41,20
1970-01-01 00:00:30.685878322,1970-01-01 00:00:17.959120218,30,17
1970-01-01 00:01:10.697811933,1970-01-01 00:00:20.269678153,70,20
1970-01-01 00:01:38.463548882,1970-01-01 00:00:59.313860054,98,59
1970-01-01 00:01:19.953881464,1970-01-01 00:00:36.132596484,79,36
1970-01-01 00:00:14.319623772,1970-01-01 00:00:03.277882316,14,3
1970-01-01 00:01:09.084877094,1970-01-01 00:00:58.076771851,69,58
1970-01-01 00:00:41.818415595,1970-01-01 00:00:03.646429257,41,3
1970-01-01 00:00:58.993899815,1970-01-01 00:00:07.928807204,58,7
1970-01-01 00:01:32.986433267,1970-01-01 00:01:03.748692211,92,63
1970-01-01 00:01:38.044774787,1970-01-01 00:00:40.011808343,98,40
1970-01-01 00:01:34.137465796,1970-01-01 00:00:21.638872581,94,21
1970-01-01 00:01:17.466514048,1970-01-01 00:00:50.284908741,77,50
1970-01-01 00:00:52.202037205,1970-01-01 00:00:33.752729156,52,33
1970-01-01 00:00:20.315680711,1970-01-01 00:00:16.491222396,20,16
1970-01-01 00:01:11.764737882,1970-01-01 00:00:52.312111167,71,52
1970-01-01 00:00:29.837944872,1970-01-01 00:00:26.689949054,29,26
1970-01-01 00:01:23.000402047,1970-01-01 00:00:53.894438957,83,53
1970-01-01 00:01:24.219300463,1970-01-01 00:00:59.856766606,84,59
1970-01-01 00:00:45.564501446,1970-01-01 00:00:13.397246370,45,13
1970-01-01 00:00:22.760864517,1970-01-01 00:00:20.875029493,22,20
1970-01-01 00:00:28.769456264,1970-01-01 00:00:17.916081964,28,17
1970-01-01 00:01:05.706424636,1970-01-01 00:01:02.441565219,65,62
1970-01-01 00:00:36.212806390,1970-01-01 00:00:09.181399556,36,9
1970-01-01 00:01:17.631361192,1970-01-01 00:00:04.796008449,77,4
1970-01-01 00:00:49.217129937,1970-01-01 00:00:38.758610027,49,38
1970-01-01 00:00:10.466875253,1970-01-01 00:00:09.356968403,10,9
1970-01-01 00:00:23.587264516,1970-01-01 00:00:12.501785173,23,12
1970-01-01 00:01:35.309525130,1970-01-01 00:00:25.700973508,95,25
1970-01-01 00:01:19.800618776,1970-01-01 00:01:14.099771289,79,74
1970-01-01 00:01:14.536899942,1970-01-01 00:00:18.248624447,74,18
1970-01-01 00:01:36.345869807,1970-01-01 00:01:23.645333291,96,83
1970-01-01 00:01:34.808595453,1970-01-01 00:01:12.685997716,94,72
1970-01-01 00:01:21.781370352,1970-01-01 00:00:23.523531172,81,23
1970-01-01 00:00:55.790067744,1970-01-01 00:00:25.202531553,55,25
1970-01-01 00:01:36.790920055,1970-01-01 00:00:41.085392873,96,41
1970-01-01 00:00:54.885706222,1970-01-01 00:00:05.121335647,54,5
1970-01-01 00:01:16.287337043,1970-01-01 00:00:19.732800481,76,19
1970-01-01 00:00:53.901423089,1970-01-01 00:00:10.562296072,53,10
1970-01-01 00:01:18.934018105,1970-01-01 00:00:38.708848095,78,38
1970-01-01 00:01:39.754477536,1970-01-01 00:01:00.401816208,99,60
1970-01-01 00:01:38.174143573,1970-01-01 00:00:43.273218419,98,43
1970-01-01 00:00:17.472660651,1970-01-01 00:00:14.078158867,17,14
1970-01-01 00:01:36.338320390,1970-01-01 00:00:21.088571140,96,21
1970-01-01 00:01:31.162922302,1970-01-01 00:00:31.111066593,91,31
1970-01-01 00:00:56.415571941,1970-01-01 00:00:31.583564921,56,31
1970-01-01 00:01:11.656817187,1970-01-01 00:00:03.448708394,71,3
1970-01-01 00:01:21.064348194,1970-01-01 00:01:12.855578971,81,72
1970-01-01 00:00:51.682470124,1970-01-01 00:00:23.079466468,51,23
1970-01-01 00:01:27.595351356,1970-01-01 00:01:17.902850327,87,77
1970-01-01 00:01:10.840020671,1970-01-01 00:00:48.544337194,70,48
1970-01-01 00:00:57.810604683,1970-01-01 00:00:10.650689661,57,10
1970-01-01 00:01:33.390399731,1970-01-01 00:00:56.850681028,93,56
1970-01-01 00:01:37.343286756,1970-01-01 00:01:28.087029130,97,88
1970-01-01 00:01:14.166640702,1970-01-01 00:00:49.111589634,74,49
1970-01-01 00:00:33.681688959,1970-01-01 00:00:19.166924629,33,19
1970-01-01 00:01:33.100525333,1970-01-01 00:01:10.145026641,93,70
1970-01-01 00:00:25.378278472,1970-01-01 00:00:11.164910071,25,11
1970-01-01 00:01:30.929274160,1970-01-01 00:00:49.686010664,90,49
1970-01-01 00:01:29.157792946,1970-01-01 00:01:21.986061912,89,81
1970-01-01 00:01:00.814450810,1970-01-01 00:00:17.642813151,60,17
1970-01-01 00:01:23.815642383,1970-01-01 00:01:21.794256066,83,81
1970-01-01 00:00:48.493338202,1970-01-01 00:00:06.932596890,48,6
1970-01-01 00:01:05.191471407,1970-01-01 00:00:02.035406742,65,2
1970-01-01 00:00:43.447079050,1970-01-01 00:00:41.581717126,43,41
1970-01-01 00:00:53.968108115,1970-01-01 00:00:04.252319012,53,4
1970-01-01 00:01:31.259908810,1970-01-01 00:00:27.300941146,91,27
1970-01-01 00:01:00.484792695,1970-01-01 00:00:25.042315205,60,25
1970-01-01 00:01:32.067981451,1970-01-01 00:00:29.323656216,92,29
1970-01-01 00:01:13.306399020,1970-01-01 00:00:53.021642561,73,53
1970-01-01 00:01:08.781050329,1970-01-01 00:00:12.258188580,68,12
1970-01-01 00:01:18.544209539,1970-01-01 00:00:47.646775253,78,47
1970-01-01 00:01:12.764869335,1970-01-01 00:00:31.324634038,72,31
1970-01-01 00:01:19.857716822,1970-01-01 00:00:10.337729932,79,10
1970-01-01 00:00:41.043086173,1970-01-01 00:00:24.781006168,41,24
1970-01-01 00:00:35.937555459,1970-01-01 00:00:04.355972756,35,4
1970-01-01 00:01:34.161981607,1970-01-01 00:01:33.197516193,94,93
1970-01-01 00:01:09.766488507,1970-01-01 00:00:12.731317854,69,12
1970-01-01 00:01:34.133555983,1970-01-01 00:01:23.043343160,94,83
1970-01-01 00:01:05.862430456,1970-01-01 00:00:22.821160796,65,22
1970-01-01 00:00:29.280330120,1970-01-01 00:00:13.133079786,29,13
1970-01-01 00:01:13.300695717,1970-01-01 00:00:23.956195340,73,23
1970-01-01 00:00:52.083079902,1970-01-01 00:00:27.862571084,52,27
1970-01-01 00:00:58.958806772,1970-01-01 00:00:33.781582946,58,33
1970-01-01 00:01:30.589398252,1970-01-01 00:00:56.031420192,90,56
1970-01-01 00:00:25.879230112,1970-01-01 00:00:09.631153334,25,9
1970-01-01 00:01:33.652302099,1970-01-01 00:00:19.101409209,93,19
1970-01-01 00:01:15.434070830,1970-01-01 00:01:03.677206141,75,63
1970-01-01 00:00:29.630970507,1970-01-01 00:00:01.680360295,29,1
1970-01-01 00:01:28.306565432,1970-01-01 00:01:09.781027403,88,69
1970-01-01 00:00:55.564781641,1970-01-01 00:00:42.031705337,55,42
1970-01-01 00:01:34.796265558,1970-01-01 00:01:19.632618423,94,79
1970-01-01 00:00:24.535526823,1970-01-01 00:00:15.674130589,24,15
1970-01-01 00:01:25.340767021,1970-01-01 00:01:11.411384612,85,71
1970-01-01 00:01:21.593530632,1970-01-01 00:00:52.721520689,81,52
1970-01-01 00:00:21.189546056,1970-01-01 00:00:12.765826111,21,12
1970-01-01 00:01:36.749064608,1970-01-01 00:01:32.324041792,96,92
1970-01-01 00:01:27.367240885,1970-01-01 00:00:38.685342534,87,38
1970-01-01 00:01:22.933909751,1970-01-01 00:00:15.398023921,82,15
1970-01-01 00:01:26.771665077,1970-01-01 00:00:38.041863701,86,38
1970-01-01 00:01:26.751369722,1970-01-01 00:00:04.545944229,86,4
1970-01-01 00:00:51.493868987,1970-01-01 00:00:29.715284887,51,29
1970-01-01 00:01:36.375942989,1970-01-01 00:00:40.072283393,96,40
1970-01-01 00:01:26.928712780,1970-01-01 00:00:59.714670312,86,59
1970-01-01 00:01:37.793211285,1970-01-01 00:00:12.295594870,97,12
1970-01-01 00:00:39.454728083,1970-01-01 00:00:33.139956518,39,33
1970-01-01 00:00:34.144292794,1970-01-01 00:00:06.612940669,34,6
1970-01-01 00:00:49.989313072,1970-01-01 00:00:19.683155685,49,19
1970-01-01 00:00:23.488540823,1970-01-01 00:00:12.232449861,23,12
1970-01-01 00:00:55.631077337,1970-01-01 00:00:26.869346901,55,26
1970-01-01 00:00:49.646371396,1970-01-01 00:00:37.099658444,49,37
1970-01-01 00:00:23.427999322,1970-01-01 00:00:03.742073504,23,3
1970-01-01 00:00:12.864083169,1970-01-01 00:00:01.082904292,12,1
1970-01-01 00:01:06.852031067,1970-01-01 00:01:05.906370518,66,65
1970-01-01 00:00:54.795475792,1970-01-01 00:00:44.145919731,54,44
1970-01-01 00:00:37.403874990,1970-01-01 00:00:28.488146876,37,28
1970-01-01 00:01:34.812766848,1970-01-01 00:00:56.868266062,94,56
1970-01-01 00:01:15.935512118,1970-01-01 00:00:51.105972111,75,51
1970-01-01 00:00:35.042916762,1970-01-01 00:00:14.671211752,35,14
1970-01-01 00:01:05.015972180,1970-01-01 00:00:04.160906563,65,4
1970-01-01 00:01:03.114065698,1970-01-01 00:00:29.807935863,63,29
1970-01-01 00:01:28.781078930,1970-01-01 00:00:06.059501394,88,6
1970-01-01 00:00:42.212335976,1970-01-01 00:00:20.744225224,42,20
1970-01-01 00:00:47.314588848,1970-01-01 00:00:41.268778818,47,41
1970-01-01 00:01:23.737345049,1970-01-01 00:00:54.336433132,83,54
1970-01-01 00:01:08.774595647,1970-01-01 00:00:44.906882050,68,44
1970-01-01 00:01:27.294739166,1970-01-01 00:00:40.230439701,87,40
1970-01-01 00:01:01.396277608,1970-01-01 00:01:01.167779872,61,61
1970-01-01 00:01:15.534036772,1970-01-01 00:00:12.479113051,75,12
1970-01-01 00:01:06.807431531,1970-01-01 00:00:22.048333520,66,22
1970-01-01 00:00:39.760650167,1970-01-01 00:00:11.835349276,39,11
1970-01-01 00:01:31.692638790,1970-01-01 00:00:50.395081104,91,50
1970-01-01 00:01:19.552222052,1970-01-01 00:00:08.764344277,79,8
1970-01-01 00:01:27.133307562,1970-01-01 00:00:26.202461664,87,26
1970-01-01 00:00:49.204674790,1970-01-01 00:00:37.648199730,49,37
1970-01-01 00:00:49.492089451,1970-01-01 00:00:02.203539753,49,2
1970-01-01 00:01:17.999871896,1970-01-01 00:00:02.485193626,77,2
1970-01-01 00:01:14.984552580,1970-01-01 00:00:20.956239630,74,20
1970-01-01 00:01:33.839550252,1970-01-01 00:00:30.346012237,93,30
1970-01-01 00:00:41.413732204,1970-01-01 00:00:16.919922545,41,16
1970-01-01 00:00:28.014322248,1970-01-01 00:00:04.954167649,28,4
1970-01-01 00:01:11.813199971,1970-01-01 00:00:31.418966043,71,31
1970-01-01 00:01:08.411439174,1970-01-01 00:00:59.266317073,68,59
1970-01-01 00:01:03.745178168,1970-01-01 00:00:27.479545305,63,27
1970-01-01 00:01:00.992180841,1970-01-01 00:01:00.770164372,60,60
1970-01-01 00:01:07.490727704,1970-01-01 00:00:41.743873890,67,41
1970-01-01 00:01:14.026854189,1970-01-01 00:00:25.594763479,74,25
1970-01-01 00:01:27.237678218,1970-01-01 00:01:03.782134706,87,63
1970-01-01 00:01:22.955205184,1970-01-01 00:00:41.029777394,82,41
1970-01-01 00:01:17.259960785,1970-01-01 00:00:17.688085894,77,17
1970-01-01 00:01:33.513429037,1970-01-01 00:00:31.728281962,93,31
1970-01-01 00:01:03.235371279,1970-01-01 00:00:58.547674335,63,58
1970-01-01 00:01:22.224615535,1970-01-01 00:00:06.162580668,82,6
1970-01-01 00:01:30.593814225,1970-01-01 00:01:21.411776454,90,81
1970-01-01 00:01:38.104290927,1970-01-01 00:01:21.111851845,98,81
1970-01-01 00:01:13.435353409,1970-01-01 00:01:06.019058460,73,66
1970-01-01 00:01:34.975462734,1970-01-01 00:01:31.795772040,94,91
1970-01-01 00:00:55.823363887,1970-01-01 00:00:36.518182079,55,36
1970-01-01 00:00:42.036550941,1970-01-01 00:00:35.863507250,42,35
1970-01-01 00:01:18.799791940,1970-01-01 00:01:14.603453867,78,74
1970-01-01 00:01:19.727964559,1970-01-01 00:00:19.751775805,79,19
1970-01-01 00:01:24.968820314,1970-01-01 00:00:39.095892606,84,39
